Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-07-08,3115,547,5.69,1635,
2022-07-11,1744,227,7.68,1220,
2022-07-12,1195,262,4.56,936,
2022-07-13,854,218,3.92,563,
2022-07-14,910,266,3.42,564,
2022-07-15,533,203,2.63,319,
2022-07-18,650,242,2.69,478,
2022-07-19,2383,598,3.98,1328,
2022-07-20,1600,473,3.38,1049,
2022-07-21,784,289,2.71,507,
2022-07-22,1634,453,3.61,884,
2022-07-25,1809,617,2.93,969,
2022-07-26,1404,351,4.0,1032,
2022-07-27,813,319,2.55,427,
2022-07-28,1337,408,3.28,941,
2022-07-29,2081,575,3.62,1435,
2022-08-01,3544,889,3.99,2016,
2022-08-02,4674,904,5.17,3053,
2022-08-03,1848,609,3.03,1001,
2022-08-04,2600,677,3.84,1564,
2022-08-05,3169,957,3.31,2025,
2022-08-10,5030,900,5.59,3425,
2022-08-11,16323,2975,5.49,8325,
2022-08-12,4660,1423,3.27,2276,
2022-08-16,4088,910,4.49,2667,
2022-08-17,4142,879,4.71,2790,
2022-08-18,5928,1458,4.07,3247,
2022-08-19,2754,595,4.63,1410,
2022-08-22,12363,2200,5.62,2282,
2022-08-23,1775,600,2.96,1118,
2022-08-24,1500,496,3.02,823,
2022-08-25,950,326,2.91,571,
2022-08-26,1649,356,4.63,1028,
2022-08-29,2437,604,4.03,1381,
2022-08-30,1730,396,4.37,1030,
2022-09-01,1201,366,3.28,887,
2022-09-02,1817,557,3.26,1186,
2022-09-05,1844,300,6.15,1514,
2022-09-06,7063,774,9.13,5866,
2022-09-07,15220,1403,10.85,10109,
2022-09-08,7027,1220,5.76,3741,
2022-09-09,2196,466,4.71,1564,
2022-09-12,9402,1251,7.52,5159,
2022-09-13,5838,779,7.49,4567,
2022-09-14,3625,863,4.2,2101,
2022-09-15,3799,699,5.43,2484,
2022-09-16,6810,1080,6.31,5189,
2022-09-19,3150,582,5.41,1999,
2022-09-20,2119,436,4.86,1298,
2022-09-21,1808,468,3.86,1096,
2022-09-22,1664,268,6.21,1338,
2022-09-23,794,266,2.98,438,
2022-09-26,4982,891,5.59,2857,
2022-09-27,703,220,3.2,353,
2022-09-28,1024,304,3.37,669,
2022-09-29,1698,287,5.92,1251,
2022-09-30,928,284,3.27,640,
2022-10-03,1218,322,3.78,875,
2022-10-04,1540,356,4.33,1116,
2022-10-06,1889,379,4.98,1300,
2022-10-07,8203,1035,7.93,6560,
2022-10-10,3659,789,4.64,2578,
2022-10-11,2783,585,4.76,1602,
2022-10-12,1489,502,2.97,1003,
2022-10-13,2138,521,4.1,1675,
2022-10-14,1403,482,2.91,970,
2022-10-17,2072,548,3.78,1477,
2022-10-18,1828,405,4.51,1152,
2022-10-19,2412,335,7.2,1791,
2022-10-20,2743,467,5.87,2206,
2022-10-21,1522,218,6.98,915,
2022-10-24,1033,237,4.36,723,
2022-10-25,1521,322,4.72,867,
2022-10-27,1987,327,6.08,1547,
2022-10-28,920,197,4.67,708,
2022-10-31,26275,3550,7.4,9226,
2022-11-01,6774,1213,5.58,2584,
2022-11-02,1921,457,4.2,598,
2022-11-03,1242,429,2.9,722,
2022-11-04,2524,683,3.7,1579,
2022-11-07,3028,851,3.56,2115,
2022-11-09,31553,5936,5.32,6592,
2022-11-10,4276,1376,3.11,1781,
2022-11-11,5824,1699,3.43,2427,
2022-11-14,6521,1532,4.26,3332,
2022-11-15,6521,1532,4.26,3332,
2022-11-16,2743,587,4.67,1719,
2022-11-17,6952,1297,5.36,3618,
2022-11-18,4820,1239,3.89,2551,
2022-11-21,1697,653,2.6,759,
2022-11-22,10810,2011,5.38,3938,
2022-11-23,5553,938,5.92,2422,
2022-11-24,2574,818,3.15,1180,
2022-11-25,6222,1177,5.29,3662,
2022-11-28,89882,10284,8.74,22810,
2022-11-29,11375,2032,5.6,3901,
2022-11-30,5333,1387,3.84,1553,
2022-12-01,19545,2885,6.77,10636,
2022-12-02,8117,1660,4.89,4382,
2022-12-05,8682,1870,4.64,5197,
2022-12-06,6840,1098,6.23,4194,
2022-12-07,2092,761,2.75,1200,
2022-12-08,2837,451,6.29,1854,
2022-12-09,4370,682,6.41,2304,
2022-12-12,2588,616,4.2,1464,
2022-12-13,3425,505,6.78,2488,
2022-12-14,4171,574,7.27,2982,
2022-12-15,3037,892,3.4,1631,
2022-12-16,3176,640,4.96,2016,
2022-12-19,1489,403,3.69,790,
2022-12-20,4338,478,9.08,2435,
2022-12-21,4886,715,6.83,3434,
2022-12-22,5149,1076,4.79,3128,
2022-12-23,5908,1501,3.94,4184,
2022-12-26,2396,782,3.06,1326,
2022-12-27,2525,927,2.72,1162,
2022-12-28,1056,359,2.94,517,
2022-12-29,700,300,2.33,349,
2022-12-30,1569,405,3.87,897,
2023-01-02,1546,345,4.48,1075,
2023-01-03,1450,333,4.35,1114,
2023-01-04,1687,420,4.02,1127,
2023-01-05,6143,898,6.84,4900,
2023-01-06,1291,336,3.84,885,
2023-01-09,1515,385,3.94,862,
2023-01-10,1807,278,6.5,1370,
2023-01-11,2673,662,4.04,865,
2023-01-12,1418,408,3.48,723,
2023-01-13,1165,378,3.08,537
2023-01-16,619,146,4.24,359
2023-01-17,153,72,2.12,92
2023-01-18,1163,199,5.84,884
2023-01-19,922,410,2.25,408
2023-01-20,7592,2387,3.18,1976
2023-01-23,1580,522,3.03,966
2023-01-24,2134,411,5.19,1480
2023-01-25,1036,294,3.52,610
2023-01-27,2557,737,3.47,1707
2023-01-30,1073,499,2.15,515
2023-01-31,1044,268,3.9,755
2023-02-01,1640,406,4.04,1032
2023-02-02,1814,414,4.38,1141
2023-02-03,1196,422,2.83,773
2023-02-06,1397,450,3.1,861
2023-02-07,599,190,3.15,407
2023-02-08,797,266,3.0,615
2023-02-09,1906,459,4.15,1279
2023-02-10,1419,341,4.16,1207
2023-02-13,4012,512,7.84,3102
2023-02-14,3114,289,10.78,1752
2023-02-15,4837,908,5.33,2827
2023-02-16,1677,547,3.07,909
2023-02-17,674,299,2.25,425
2023-02-20,5848,1316,4.44,4093
2023-02-21,3131,783,4.0,1940
2023-02-22,1808,422,4.28,1347
2023-02-23,3158,689,4.58,2245
2023-02-24,7369,1676,4.4,5173
