Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-08-19,8419,100,84.19,1141,
2022-08-22,12511,113,110.72,10241,
2022-08-23,2132,78,27.33,564,
2022-08-24,3146,57,55.19,2840,
2022-08-25,4133,78,52.99,3443,
2022-08-26,1892,61,31.02,1558,
2022-08-29,1218,54,22.56,442,
2022-08-30,3562,54,65.96,3526,
2022-09-01,3310,100,33.1,3237,
2022-09-02,3814,44,86.68,3602,
2022-09-05,1783,90,19.81,1165,
2022-09-06,833,38,21.92,614,
2022-09-07,2512,70,35.89,1757,
2022-09-08,1047,48,21.81,809,
2022-09-09,2256,66,34.18,2105,
2022-09-12,2391,71,33.68,1494,
2022-09-13,9094,153,59.44,2653,
2022-09-14,3066,114,26.89,2162,
2022-09-15,14708,138,106.58,12525,
2022-09-16,10194,94,108.45,9559,
2022-09-19,2919,79,36.95,2488,
2022-09-20,705,65,10.85,696,
2022-09-21,2017,93,21.69,1784,
2022-09-22,1884,77,24.47,1640,
2022-09-23,3429,136,25.21,2361,
2022-09-26,5039,113,44.59,3427,
2022-09-27,5724,100,57.24,2132,
2022-09-28,2613,103,25.37,1691,
2022-09-29,6684,78,85.69,5136,
2022-09-30,3562,83,42.92,2840,
2022-10-03,466,68,6.85,395,
2022-10-04,446,37,12.05,328,
2022-10-06,1071,45,23.8,972,
2022-10-07,573,70,8.19,526,
2022-10-10,1008,64,15.75,882,
2022-10-11,1870,70,26.71,1401,
2022-10-12,992,55,18.04,917,
2022-10-13,860,84,10.24,705,
2022-10-14,568,87,6.53,509,
2022-10-17,3072,112,27.43,944,
2022-10-18,4044,59,68.54,4004,
2022-10-19,273916,91,3010.07,271694,
2022-10-20,1442,81,17.8,950,
2022-10-21,412,58,7.1,309,
2022-10-24,2399,51,47.04,2137,
2022-10-25,251,73,3.44,184,
2022-10-27,2829,79,35.81,2524,
2022-10-28,814,42,19.38,807,
2022-10-31,575,74,7.77,537,
2022-11-01,3929,76,51.7,3648,
2022-11-02,646,52,12.42,637,
2022-11-03,28568,104,274.69,27740,
2022-11-04,6122,62,98.74,4039,
2022-11-07,2127,69,30.83,2071,
2022-11-09,252856,138,1832.29,251674,
2022-11-10,4232,86,49.21,1508,
2022-11-11,8659,87,99.53,8502,
2022-11-14,2377,93,25.56,2327,
2022-11-15,2377,93,25.56,2327,
2022-11-16,79961,79,1012.16,79729,
2022-11-17,2241,47,47.68,1199,
2022-11-18,845,60,14.08,527,
2022-11-21,4981,99,50.31,2933,
2022-11-22,2757,67,41.15,2710,
2022-11-23,746,45,16.58,402,
2022-11-24,2424,51,47.53,2124,
2022-11-25,1870,58,32.24,1192,
2022-11-28,1398,67,20.87,1197,
2022-11-29,3968,50,79.36,3850,
2022-11-30,3496,47,74.38,3488,
2022-12-01,2160,61,35.41,1439,
2022-12-02,1573,59,26.66,1564,
2022-12-05,3934,113,34.81,3675,
2022-12-06,1126,55,20.47,1088,
2022-12-07,2907,58,50.12,2632,
2022-12-08,1933,60,32.22,1829,
2022-12-09,1729,63,27.44,1702,
2022-12-12,3078,85,36.21,2968,
2022-12-13,1355,63,21.51,1247,
2022-12-14,3059,67,45.66,1687,
2022-12-15,3855,86,44.83,3838,
2022-12-16,21791,96,226.99,12788,
2022-12-19,3558,76,46.82,1237,
2022-12-20,1024,68,15.06,1000,
2022-12-21,3286,81,40.57,2421,
2022-12-22,2705,71,38.1,1766,
2022-12-23,15665,148,105.84,9975,
2022-12-26,4057,59,68.76,2443,
2022-12-27,7407,66,112.23,6050,
2022-12-28,2208,51,43.29,1611,
2022-12-29,11295,88,128.35,10965,
2022-12-30,5196,36,144.33,3871,
2023-01-02,1096,51,21.49,1058,
2023-01-03,1421,60,23.68,843,
2023-01-04,1941,39,49.77,1647,
2023-01-05,3167,46,68.85,3133,
2023-01-06,810,43,18.84,785,
2023-01-09,721,39,18.49,711,
2023-01-10,13424,62,216.52,11217,
2023-01-11,3285,56,58.66,1678,
2023-01-12,1929,49,39.37,1091,
2023-01-13,572049,47,12171.26,485281,
2023-01-16,70341,81,868.41,67250,
2023-01-17,8091,53,152.66,6680,
2023-01-18,1829,53,34.51,1663,
2023-01-19,1472,30,49.07,1306,
2023-01-20,16659,27,617.0,15612,
2023-01-23,5352,102,52.47,1736,
2023-01-24,1015,31,32.74,711,
2023-01-25,15200,71,214.08,7881,
2023-01-27,41379,131,315.87,16039,
2023-01-30,13355,115,116.13,6751,
2023-01-31,3354,53,63.28,1752,
2023-02-01,1719,86,19.99,1696,
2023-02-02,6439,116,55.51,5123,
2023-02-03,17364,123,141.17,5689,
2023-02-06,4768,52,91.69,1096,
2023-02-07,4178,52,80.35,3380,
2023-02-08,765,46,16.63,702,
2023-02-09,2839,79,35.94,2246,
2023-02-10,1659,41,40.46,1639,
2023-02-13,1508,39,38.67,1499,
2023-02-14,2007,51,39.35,1569,
2023-02-15,558325,73,7648.29,557760,
2023-02-16,4789,45,106.42,2211,
2023-02-17,4194,46,91.17,4130,
2023-02-20,358,26,13.77,349,
2023-02-21,528,34,15.53,453,
2023-02-22,1365,66,20.68,1187,
2023-02-23,2754,54,51.0,2701,
2023-02-24,483,33,14.64,434,
2023-02-27,4049,85,47.64,2192,
2023-02-28,2209,39,56.64,2186,
2023-03-01,520,38,13.68,419,
2023-03-02,1292,38,34.0,1062,
2023-03-03,29711,99,300.11,3284,
2023-03-06,16064,201,79.92,11966,
2023-03-08,3599,66,54.53,1870,
2023-03-09,1701,84,20.25,1399,
2023-03-10,3309,64,51.7,3158,
2023-03-13,1566,50,31.32,1510,
2023-03-14,734,48,15.29,381,
2023-03-15,2000,47,42.55,1015,
2023-03-16,1658,36,46.06,1601,
2023-03-17,335,45,7.44,224,
2023-03-20,2427,43,56.44,1636,
2023-03-21,1558,51,30.55,979,
2023-03-22,864,63,13.71,666,
2023-03-23,1562,60,26.03,1169,
2023-03-24,68464,28,2445.14,61873,
2023-03-27,1050,29,36.21,1014,
2023-03-28,6374,78,81.72,4247,
2023-03-29,1396,38,36.74,827,
2023-03-31,6961,58,120.02,5983,
2023-04-03,47737,44,1084.93,46728,
2023-04-05,25203,58,434.53,13710,
2023-04-06,7445,55,135.36,5003,
2023-04-10,10965,60,182.75,9659,
2023-04-11,6226,40,155.65,2100,
2023-04-12,1616,45,35.91,1594,
2023-04-13,4821,35,137.74,4525,
2023-04-17,7166,35,204.74,6994
2023-04-18,50455,74,681.82,48565
2023-04-19,29983,50,599.66,28300
2023-04-20,3120,33,94.55,1726
2023-04-21,5381,36,149.47,5280
2023-04-24,2469,68,36.31,1917
2023-04-25,5255,25,210.2,5223
2023-04-26,1430,33,43.33,1214
2023-04-27,58494,30,1949.8,7397
2023-04-28,21527,38,566.5,19053
2023-05-02,7325,84,87.2,1830
2023-05-03,8019,64,125.3,7878
2023-05-04,2040,44,46.36,1126
2023-05-05,2050,51,40.2,1475
2023-05-08,708,50,14.16,492
2023-05-09,10676,23,464.17,10667
2023-05-10,1972,40,49.3,954
2023-05-11,14206,55,258.29,13241
2023-05-12,22449,64,350.77,19952
2023-05-15,4893,61,80.21,1407
2023-05-16,3573,61,58.57,3536
2023-05-17,2540,74,34.32,1996
2023-05-18,60179,131,459.38,57893
2023-05-19,91915,58,1584.74,88244
2023-05-22,39087,124,315.22,20133
