Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-06-01,7383750,142264,51.9,2239269,
2022-06-02,965938,16718,57.78,555108,
2022-06-03,871504,17214,50.63,400646,
2022-06-06,325169,8550,38.03,200105,
2022-06-07,333655,7488,44.56,209561,
2022-06-08,178072,4408,40.4,111019,
2022-06-09,164921,3489,47.27,105005,
2022-06-10,132439,3848,34.42,80314,
2022-06-13,260250,6221,41.83,141796,
2022-06-14,235625,6153,38.29,118926,
2022-06-15,219168,5947,36.85,158409,
2022-06-16,301391,6764,44.56,212911,
2022-06-17,197431,10732,18.4,112165,
2022-06-20,118670,3642,32.58,69382,
2022-06-21,64248,2859,22.47,39946
2022-06-22,119991,4286,28.0,60584
2022-06-23,43188,2630,16.42,18495
2022-06-24,35442,1853,19.13,15785
2022-06-27,31530,1642,19.2,17434
2022-06-28,115028,3552,32.38,70844
2022-06-29,96624,4155,23.25,51733
2022-06-30,54832,2419,22.67,26549
2022-07-01,44487,2056,21.64,21392
2022-07-04,18303,1413,12.95,9922
2022-07-05,35405,2447,14.47,15700
2022-07-06,80759,2995,26.96,57193
2022-07-07,26330,1404,18.75,18334
2022-07-08,21802,1138,19.16,9923
2022-07-11,153313,5612,27.32,86101
2022-07-12,39063,2073,18.84,17020
2022-07-13,24824,1077,23.05,13724
2022-07-14,25879,1441,17.96,12858
2022-07-15,22348,1333,16.77,10713
2022-07-18,20217,1402,14.42,11965
2022-07-19,37091,1757,21.11,22403
2022-07-20,40012,1845,21.69,21434
2022-07-21,119770,2232,53.66,96751
2022-07-22,96562,3448,28.01,55836
2022-07-25,2460622,68955,35.68,636355
2022-07-26,3663673,78086,46.92,674784
2022-07-27,3014836,110941,27.18,576075
2022-07-28,656968,18626,35.27,239494
2022-07-29,2308649,64766,35.65,479399
2022-08-01,866761,27690,31.3,217881
2022-08-02,743139,20258,36.68,283952
2022-08-03,835824,26593,31.43,238660
2022-08-04,741301,25680,28.87,197098
2022-08-05,347754,13111,26.52,118016
2022-08-10,631170,16672,37.86,159258
2022-08-11,2424242,55927,43.35,600922
2022-08-12,1064451,32216,33.04,263913
2022-08-16,474636,14875,31.91,183647
2022-08-17,398385,8496,46.89,146015
2022-08-18,560424,16259,34.47,193095
2022-08-19,294550,7394,39.84,127929
2022-08-22,420144,11641,36.09,146126
2022-08-23,207457,6432,32.25,70818
2022-08-24,1112190,22745,48.9,372809
2022-08-25,452698,10231,44.25,177837
2022-08-26,320551,7012,45.71,126262
2022-08-29,279460,9761,28.63,106259
2022-08-30,855474,22575,37.89,235661
2022-09-01,370678,10198,36.35,184812
2022-09-02,243675,7394,32.96,112054
2022-09-05,351640,10466,33.6,186003
2022-09-06,321637,9605,33.49,168751
2022-09-07,264795,8101,32.69,87034
2022-09-08,157930,4458,35.43,65773
2022-09-09,307148,7559,40.63,149827
2022-09-12,169649,4222,40.18,87206
2022-09-13,128080,4095,31.28,55586
2022-09-14,187657,6571,28.56,80446
2022-09-15,203462,5931,34.3,66810
2022-09-16,296552,8370,35.43,173401
2022-09-19,276058,7788,35.45,150624
2022-09-20,296235,10668,27.77,96640
2022-09-21,108943,4856,22.43,47272
2022-09-22,155036,5581,27.78,66020
2022-09-23,91979,4216,21.82,41569
2022-09-26,266163,8591,30.98,113932
2022-09-27,116759,4983,23.43,49168
2022-09-28,239850,8430,28.45,85436
2022-09-29,96842,4684,20.68,28836
2022-09-30,269010,9170,29.34,136107
2022-10-03,134173,5530,24.26,59488
2022-10-04,149599,6772,22.09,66389
2022-10-06,125329,4958,25.28,62880
2022-10-07,73465,3384,21.71,33982
2022-10-10,63242,3766,16.79,31844
2022-10-11,53796,2787,19.3,31134
2022-10-12,53203,3680,14.46,28944
2022-10-13,87796,6531,13.44,41256
2022-10-14,47777,2988,15.99,24942
2022-10-17,45534,3574,12.74,21294
2022-10-18,67515,4070,16.59,34926
2022-10-19,192268,8117,23.69,80432
2022-10-20,540715,17171,31.49,202988
2022-10-21,141115,6871,20.54,74475
2022-10-24,52547,2188,24.02,31378
2022-10-25,85807,4244,20.22,42357
2022-10-27,88957,4897,18.17,51014
2022-10-28,90156,5900,15.28,50253
2022-10-31,68494,2733,25.06,48666
2022-11-01,1695205,45773,37.04,487790
2022-11-02,369284,12637,29.22,126149
2022-11-03,142957,7373,19.39,44280
2022-11-04,110667,4165,26.57,53082
2022-11-07,144654,7025,20.59,67060
2022-11-09,125685,5864,21.43,58913
2022-11-10,71576,3118,22.96,42612
2022-11-11,62407,3323,18.78,30438
2022-11-14,96478,4533,21.28,46465
2022-11-15,96478,4533,21.28,46465
2022-11-16,78590,3218,24.42,55969
2022-11-17,50846,3106,16.37,27014
2022-11-18,108522,5064,21.43,64582
2022-11-21,74654,4948,15.09,40597
2022-11-22,48890,3487,14.02,22159
2022-11-23,64366,3915,16.44,39232
2022-11-24,69889,4088,17.1,36742
2022-11-25,86376,4766,18.12,46198
2022-11-28,63122,4218,14.96,34348
2022-11-29,54936,3878,14.17,28220
2022-11-30,108062,3483,31.03,47983
2022-12-01,46074,3346,13.77,27494
2022-12-02,35925,2087,17.21,18363
2022-12-05,42309,2737,15.46,22942
2022-12-06,66270,3738,17.73,36287
2022-12-07,89988,4162,21.62,44346
2022-12-08,57040,3802,15.0,29652
2022-12-09,291690,8365,34.87,84275
2022-12-12,67482,4874,13.85,36671
2022-12-13,51010,3773,13.52,30599
2022-12-14,117449,4240,27.7,85014
2022-12-15,70268,3665,19.17,42619
