Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-08-10,309,58,5.33,140,
2022-08-11,53640,175,306.51,30384,
2022-08-12,147948,693,213.49,105206,
2022-08-16,77555,415,186.88,41076,
2022-08-17,5643,99,57.0,3788,
2022-08-18,51703,109,474.34,47447,
2022-08-19,21151,171,123.69,11270,
2022-08-22,9274,171,54.23,8334,
2022-08-23,17034,137,124.34,11305,
2022-08-24,571167,204,2799.84,563191,
2022-08-25,5397,65,83.03,4742,
2022-08-26,9854,72,136.86,9581,
2022-08-29,7020,78,90.0,5053,
2022-08-30,25897,121,214.02,18308,
2022-09-01,112582,257,438.06,62688,
2022-09-02,7131,74,96.36,4130,
2022-09-05,397027,293,1355.04,341844,
2022-09-06,5502,98,56.14,3490,
2022-09-07,33904,78,434.67,27216,
2022-09-08,115168,96,1199.67,105486,
2022-09-09,6499,111,58.55,5007,
2022-09-12,5937,77,77.1,5174,
2022-09-13,15401,85,181.19,13132,
2022-09-14,63861,116,550.53,33361,
2022-09-15,6458,65,99.35,2567,
2022-09-16,54568,113,482.9,45741,
2022-09-19,8687,65,133.65,5307,
2022-09-20,26536,84,315.9,19873,
2022-09-21,146539,98,1495.3,131444,
2022-09-22,25175,93,270.7,18684,
2022-09-23,35544,140,253.89,25591,
2022-09-26,35186,110,319.87,24279,
2022-09-27,10025,62,161.69,7477,
2022-09-28,26946,116,232.29,21033,
2022-09-29,6248,65,96.12,3312,
2022-09-30,5011,56,89.48,4226,
2022-10-03,11673,94,124.18,11216,
2022-10-04,28725,43,668.02,27362,
2022-10-06,690,39,17.69,340,
2022-10-07,28262,64,441.59,26477,
2022-10-10,10965,97,113.04,6421,
2022-10-11,7092,83,85.45,3335,
2022-10-12,2039,27,75.52,1018,
2022-10-13,6680,51,130.98,3382,
2022-10-14,1984,64,31.0,1701,
2022-10-17,27924,55,507.71,25616,
2022-10-18,1910,49,38.98,957,
2022-10-19,1606,54,29.74,796,
2022-10-20,2114,29,72.9,1081,
2022-10-21,4776,45,106.13,3743,
2022-10-24,112074,122,918.64,60475,
2022-10-25,346840,122,2842.95,330264,
2022-10-27,7130,46,155.0,5658,
2022-10-28,13431,60,223.85,5108,
2022-10-31,34438,68,506.44,29345,
2022-11-01,89580,108,829.44,59039,
2022-11-02,9673,50,193.46,6995,
2022-11-03,34451,50,689.02,28711,
2022-11-04,38593,68,567.54,23941,
2022-11-07,3467,60,57.78,1110,
2022-11-09,10148,76,133.53,7114,
2022-11-10,9227,51,180.92,3908,
2022-11-11,12586,54,233.07,12069,
2022-11-14,16625,51,325.98,12300,
2022-11-15,16625,51,325.98,12300,
2022-11-16,33381,55,606.93,6427,
2022-11-17,11858,33,359.33,5785,
2022-11-18,14497,74,195.91,9673,
2022-11-21,3395,57,59.56,1321,
2022-11-22,423954,83,5107.88,252795,
2022-11-23,29284,51,574.2,17313,
2022-11-24,2097,31,67.65,1047,
2022-11-25,248027,65,3815.8,247802,
2022-11-28,8616,61,141.25,6977,
2022-11-29,17916,60,298.6,12402,
2022-11-30,7183,53,135.53,5757,
2022-12-01,5296,60,88.27,4258,
2022-12-02,8121,53,153.23,7277,
2022-12-05,4860,57,85.26,4774,
2022-12-06,23872,43,555.16,23765,
2022-12-07,4755,45,105.67,2103,
2022-12-08,3193,38,84.03,2451,
2022-12-09,15904,76,209.26,14308,
2022-12-12,8028,62,129.48,3899,
2022-12-13,16410,49,334.9,15603,
2022-12-14,6369,51,124.88,4916,
2022-12-15,2488,45,55.29,1742,
2022-12-16,7245,114,63.55,4018,
2022-12-19,5818,59,98.61,5662,
2022-12-20,13523,65,208.05,11370,
2022-12-21,17164,97,176.95,14271,
2022-12-22,9819,89,110.33,3302,
2022-12-23,10419,66,157.86,9557,
2022-12-26,2972,60,49.53,2394,
2022-12-27,4081,37,110.3,2028,
2022-12-28,1870,33,56.67,1745,
2022-12-29,446,30,14.87,380,
2022-12-30,13174,51,258.31,13018,
2023-01-02,56964,70,813.77,52794,
2023-01-03,55186,63,875.97,53237,
2023-01-04,25648,100,256.48,20914,
2023-01-05,19544,51,383.22,8388,
2023-01-06,3024,70,43.2,1508,
2023-01-09,10757,69,155.9,5861,
2023-01-10,64318,95,677.03,29478,
2023-01-11,3195,28,114.11,1875,
2023-01-12,8752,56,156.29,4426,
2023-01-13,6030,48,125.62,5967
