Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-11-28,3947,38,103.87,3507,
2022-11-29,2925,5,585.0,2925,
2022-11-30,1001,2,500.5,1001,
2022-12-01,66310,610,108.7,41765,
2022-12-02,28285,223,126.84,19982,
2022-12-05,26471,259,102.2,14169,
2022-12-06,36691,888,41.32,23508,
2022-12-07,14874,358,41.55,10866,
2022-12-08,11393,295,38.62,6487,
2022-12-09,19975,301,66.36,13732,
2022-12-12,7525,148,50.84,3722,
2022-12-13,50931,355,143.47,47287,
2022-12-14,11036,261,42.28,6100,
2022-12-15,10873,240,45.3,7117,
2022-12-16,79335,454,174.75,42292,
2022-12-19,19541,167,117.01,17858,
2022-12-20,21677,308,70.38,19334,
2022-12-21,47145,405,116.41,38680,
2022-12-22,11155,348,32.05,6434,
2022-12-23,15557,160,97.23,13030,
2022-12-26,11047,131,84.33,9291,
2022-12-27,23914,230,103.97,19671,
2022-12-28,26327,226,116.49,21649,
2022-12-29,13299,408,32.6,7477,
2022-12-30,7574,181,41.85,5440,
2023-01-02,16391,358,45.78,10858,
2023-01-03,17884,275,65.03,10020,
2023-01-04,22825,467,48.88,15976,
2023-01-05,43108,692,62.29,27257,
2023-01-06,18489,159,116.28,17451,
2023-01-09,128541,1800,71.41,87130,
2023-01-10,11444,184,62.2,9490,
2023-01-11,37695,438,86.06,27253,
2023-01-12,17222,143,120.43,17222,
2023-01-13,9936,141,70.47,9936
2023-01-16,25661,282,91.0,25661
2023-01-17,76045,1538,49.44,76045
2023-01-18,26096,674,38.72,26096
2023-01-19,52558,1016,51.73,52558
2023-01-20,48610,807,60.24,48610
2023-01-23,20127,571,35.25,20127
2023-01-24,88828,1139,77.99,88828
2023-01-25,43989,602,73.07,43989
2023-01-27,66844,711,94.01,66844
2023-01-30,41628,443,93.97,41628
2023-01-31,24846,428,58.05,24846
2023-02-01,42385,753,56.29,42385
2023-02-02,24774,601,41.22,24774
2023-02-03,47537,1284,37.02,47537
2023-02-06,52589,855,61.51,52589
2023-02-07,7201,196,36.74,7201
2023-02-08,55125,576,95.7,55125
2023-02-09,67149,597,112.48,67149
2023-02-10,29218,1013,28.84,29218
2023-02-13,17805,493,36.12,17805
2023-02-14,20756,460,45.12,20756
2023-02-15,16713,529,31.59,16713
