Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY
2021-10-13,180673,1369,131.97,110139
2021-10-14,124444,1167,106.64,74169
2021-10-18,118889,1656,71.79,58292
2021-10-19,58905,669,88.05,41218
2021-10-20,46838,440,106.45,30550
2021-10-21,27524,245,112.34,18650
2021-10-22,10717,175,61.24,7030
2021-10-25,58662,687,85.39,33565
2021-10-26,15135,265,57.11,10848
2021-10-27,10361,153,67.72,6747
2021-10-28,11797,143,82.5,8846
2021-10-29,7198,74,97.27,5589
2021-11-01,3715,53,70.09,3048
2021-11-02,7889,94,83.93,6295
2021-11-03,139751,663,210.79,88021
2021-11-04,139751,663,210.79,88021
2021-11-08,31278,267,117.15,23423
2021-11-09,17171,204,84.17,10113
2021-11-10,38945,251,155.16,31953
2021-11-11,27228,206,132.17,26335
2021-11-12,29880,192,155.62,24690
2021-11-15,26917,175,153.81,20412
2021-11-16,16970,124,136.85,8250
2021-11-17,7782,139,55.99,5306
2021-11-18,24049,189,127.24,15925
2021-11-22,24688,97,254.52,22419
2021-11-23,13731,141,97.38,8143
2021-11-24,12211,141,86.6,7687
2021-11-25,9158,110,83.25,7478
2021-11-26,9821,162,60.62,6420
2021-11-29,3767,76,49.57,2655
2021-11-30,5015,83,60.42,3333
2021-12-01,3906,86,45.42,2127
2021-12-02,13352,138,96.75,7844
2021-12-03,9949,96,103.64,5457
2021-12-06,6645,79,84.11,4833
2021-12-07,6916,81,85.38,5498
2021-12-08,78200,689,113.5,33555
2021-12-09,25248,367,68.8,8643
2021-12-10,21156,141,150.04,13218
2021-12-13,14702,163,90.2,11046
2021-12-14,9634,105,91.75,7341
2021-12-15,15004,104,144.27,12434
2021-12-16,19586,230,85.16,10746
2021-12-17,26132,257,101.68,17706
2021-12-20,11818,171,69.11,7748
2021-12-21,43296,491,88.18,28340
2021-12-22,28608,486,58.86,16336
2021-12-23,6432,159,40.45,4133
2021-12-24,28226,180,156.81,21330
2021-12-27,33469,190,176.15,27793
2021-12-28,15694,138,113.72,11623
2021-12-29,38859,279,139.28,22122
2021-12-30,80936,505,160.27,59808
2021-12-31,302279,1507,200.58,165846
2022-01-03,605095,6343,95.4,203078
2022-01-04,81656,792,103.1,50544
2022-01-05,87608,673,130.18,51490
2022-01-06,39722,399,99.55,23169
2022-01-07,58141,510,114.0,36271
2022-01-10,28633,257,111.41,17095
2022-01-11,30312,305,99.38,20762
2022-01-12,43084,394,109.35,34246
2022-01-13,23530,360,65.36,15755
2022-01-14,15261,173,88.21,10170
2022-01-17,30340,328,92.5,18656
2022-01-18,429607,3835,112.02,162464
2022-01-19,60586,571,106.11,36515
2022-01-20,123063,983,125.19,68867
2022-01-21,72243,903,80.0,31278
2022-01-24,55444,862,64.32,30724
2022-01-25,61357,938,65.41,30601
2022-01-27,37111,454,81.74,27319
2022-01-28,46182,301,153.43,38245
2022-01-31,23461,424,55.33,13743
2022-02-01,11395,233,48.91,6386
2022-02-02,50099,411,121.9,32609
2022-02-03,12193,191,63.84,8690
2022-02-04,20588,298,69.09,15129
2022-02-07,14497,209,69.36,9672
2022-02-08,35408,219,161.68,29982
2022-02-09,11490,202,56.88,8712
2022-02-10,13622,122,111.66,11636
2022-02-11,14373,185,77.69,9001
2022-02-14,34226,327,104.67,24240
2022-02-15,85886,788,108.99,55307
2022-02-16,32183,426,75.55,16964
2022-02-17,7687,147,52.29,4426
2022-02-18,16755,193,86.81,10563
2022-02-21,16516,221,74.73,11946
2022-02-22,14182,200,70.91,9585
2022-02-23,2518,59,42.68,2065
2022-02-24,15373,208,73.91,10161
2022-02-25,18537,235,78.88,11995
2022-02-28,21961,195,112.62,12179
2022-03-02,8842,169,52.32,5056
2022-03-03,7552,107,70.58,6147
2022-03-04,16521,245,67.43,11685
2022-03-08,80686,1315,61.36,35921
2022-03-09,33131,311,106.53,19505
2022-03-10,24970,940,26.56,10847
2022-03-11,8865,220,40.3,5968
2022-03-14,11233,141,79.67,8971
2022-03-15,10376,162,64.05,5185
2022-03-16,9607,105,91.5,5463
2022-03-17,31825,263,121.01,21161
2022-03-21,12315,142,86.73,8625
