Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-08-16,62413,64,975.2,52234,
2022-08-17,2749,80,34.36,1169,
2022-08-18,1876,34,55.18,1547,
2022-08-19,2367,50,47.34,2155,
2022-08-22,5641,71,79.45,2751,
2022-08-23,4783,54,88.57,2462,
2022-08-24,510,25,20.4,465,
2022-08-25,723,78,9.27,385,
2022-08-26,2090,72,29.03,1426,
2022-08-29,2519,27,93.3,2011,
2022-08-30,1230,83,14.82,866,
2022-09-01,6764,78,86.72,4422,
2022-09-02,2387,61,39.13,1401,
2022-09-05,2219,43,51.6,985,
2022-09-06,1227,29,42.31,900,
2022-09-07,1333,23,57.96,800,
2022-09-08,2681,31,86.48,1549,
2022-09-09,2008,24,83.67,2000,
2022-09-12,4001,42,95.26,3515,
2022-09-13,1562,28,55.79,1554,
2022-09-14,12863,31,414.94,11099,
2022-09-15,13569,52,260.94,9950,
2022-09-16,25377,96,264.34,20249,
2022-09-19,15187,33,460.21,10845,
2022-09-20,6499,45,144.42,1550,
2022-09-21,29458,57,516.81,19629,
2022-09-22,4649,42,110.69,2411,
2022-09-23,599,19,31.53,588,
2022-09-26,1166,40,29.15,1157,
2022-09-27,4299,62,69.34,4218,
2022-09-28,1964,38,51.68,1483,
2022-09-29,2216,26,85.23,1211,
2022-09-30,6626,31,213.74,4320,
2022-10-03,8022,50,160.44,6961,
2022-10-04,5356,26,206.0,5087,
2022-10-06,3172,45,70.49,3015,
2022-10-07,7361,41,179.54,6412,
2022-10-10,1879,23,81.7,1611,
2022-10-11,489,40,12.22,399,
2022-10-12,3511,32,109.72,1505,
2022-10-13,1711,26,65.81,1195,
2022-10-14,2450,26,94.23,2443,
2022-10-17,476,27,17.63,154,
2022-10-18,1659,25,66.36,1545,
2022-10-19,1186,18,65.89,1132,
2022-10-20,1572,36,43.67,1556,
2022-10-21,1490,14,106.43,1176,
2022-10-24,8707,45,193.49,7499,
2022-10-25,530,18,29.44,525,
2022-10-27,4280,48,89.17,4166,
2022-10-28,7362,25,294.48,7355,
2022-10-31,3019,33,91.48,3007,
2022-11-01,1360,31,43.87,1339,
2022-11-02,574,13,44.15,455,
2022-11-03,2618,36,72.72,2018,
2022-11-04,35,26,1.35,15,
2022-11-07,2684,39,68.82,2550,
2022-11-09,6644,37,179.57,6629,
2022-11-10,16126,26,620.23,16116,
2022-11-11,8150,29,281.03,6271,
2022-11-14,8291,49,169.2,8274,
2022-11-15,8291,49,169.2,8274,
2022-11-16,651,25,26.04,626,
2022-11-17,1212,24,50.5,1114,
2022-11-18,1201,15,80.07,936,
2022-11-21,2965,28,105.89,2294,
2022-11-22,2279,28,81.39,2056,
2022-11-23,8,3,2.67,8,
2022-11-24,1741,19,91.63,1723,
2022-11-25,3241,14,231.5,2724,
2022-11-28,356,51,6.98,302,
2022-11-29,2015,25,80.6,1990,
2022-11-30,15902,40,397.55,11355,
2022-12-01,451,17,26.53,395,
2022-12-02,1027,27,38.04,894,
2022-12-05,1560,32,48.75,1157,
2022-12-06,11124,59,188.54,6354,
2022-12-07,58023,145,400.16,22415,
2022-12-08,53620,65,824.92,50585,
2022-12-09,15429,91,169.55,11950,
2022-12-12,6651,52,127.9,2733,
2022-12-13,2017,36,56.03,1749,
2022-12-14,3270,40,81.75,2529,
2022-12-15,838,74,11.32,692,
2022-12-16,7790,80,97.38,3847,
2022-12-19,3105,53,58.58,3023,
2022-12-20,1338,34,39.35,1175,
2022-12-21,858,44,19.5,842,
2022-12-22,38512,61,631.34,38471,
2022-12-23,40233,102,394.44,31153,
2022-12-26,10377,95,109.23,4105,
2022-12-27,69983,118,593.08,59219,
2022-12-28,4898,36,136.06,1432,
2022-12-29,7645,43,177.79,5598,
2022-12-30,22008,59,373.02,20847,
2023-01-02,9031,59,153.07,3695
2023-01-03,5881,29,202.79,3746
2023-01-04,19238,37,519.95,14760
2023-01-05,3318,23,144.26,1915
2023-01-06,3826,35,109.31,2512
