Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-11-22,183,43,4.26,115,
2022-11-23,2693,60,44.88,1901,
2022-11-24,1123,26,43.19,801,
2022-11-25,11046,63,175.33,5373,
2022-11-28,5075,91,55.77,3382,
2022-11-29,6221,55,113.11,5836,
2022-11-30,1317,26,50.65,1067,
2022-12-01,2628,76,34.58,1465,
2022-12-02,2352,45,52.27,1178,
2022-12-05,2343,39,60.08,2141,
2022-12-06,582,10,58.2,466,
2022-12-07,181,26,6.96,166,
2022-12-08,487,31,15.71,230,
2022-12-09,204,25,8.16,171,
2022-12-12,722,29,24.9,537,
2022-12-13,720,20,36.0,666,
2022-12-14,223,36,6.19,154,
2022-12-15,367,28,13.11,349,
2022-12-16,220,21,10.48,139,
2022-12-19,200,20,10.0,195,
2022-12-20,1204,31,38.84,893,
2022-12-21,88,29,3.03,48,
2022-12-22,4210,35,120.29,4169,
2022-12-23,387,31,12.48,218,
2022-12-26,139,29,4.79,86,
2022-12-27,1523,25,60.92,1488,
2022-12-28,4835,40,120.88,2639,
2022-12-29,875,23,38.04,610,
2022-12-30,270,25,10.8,215,
2023-01-02,168,28,6.0,82,
2023-01-03,63,21,3.0,56,
2023-01-04,633,24,26.38,572,
2023-01-05,186,45,4.13,148,
2023-01-06,26,13,2.0,19,
2023-01-09,182,21,8.67,160,
2023-01-10,115,22,5.23,102,
2023-01-11,222,25,8.88,215,
2023-01-12,118,26,4.54,83,
2023-01-13,62,14,4.43,54,
2023-01-16,6,2,3.0,6,
2023-01-17,299,41,7.29,263,
2023-01-18,1297,11,117.91,1290,
2023-01-19,1059,32,33.09,666,
2023-01-20,311,27,11.52,112,
2023-01-23,166,21,7.9,151,
2023-01-24,115,33,3.48,102,
2023-01-25,104,35,2.97,46,
2023-01-27,6849,69,99.26,5292,
2023-01-30,3925,149,26.34,3193,
2023-01-31,1343,40,33.58,642,
2023-02-01,1390,60,23.17,375,
2023-02-02,666,39,17.08,299,
2023-02-03,24,10,2.4,20,
2023-02-06,402,29,13.86,272,
2023-02-07,34,6,5.67,33,
2023-02-08,279,20,13.95,268,
2023-02-09,208,4,52.0,73,
2023-02-10,344,16,21.5,189,
2023-02-13,498,26,19.15,461,
2023-02-14,9,7,1.29,6,
2023-02-15,153,7,21.86,151,
2023-02-17,253,14,18.07,244,
2023-02-20,69,17,4.06,60,
2023-02-21,1104,29,38.07,1082,
2023-02-22,601,31,19.39,252,
2023-02-23,1614,36,44.83,1610,
2023-02-24,1082,46,23.52,713,
2023-02-27,677,31,21.84,401,
2023-02-28,274,26,10.54,266,
2023-03-01,452,35,12.91,437,
2023-03-02,486,10,48.6,484,
2023-03-03,53,6,8.83,51,
2023-03-06,65,21,3.1,54,
2023-03-08,135,22,6.14,124,
2023-03-09,128,20,6.4,117,
2023-03-10,2071,76,27.25,930,
2023-03-13,3921,111,35.32,3111,
2023-03-14,866,88,9.84,505,
2023-03-15,312,25,12.48,297,
2023-03-16,2170,28,77.5,1669,
2023-03-17,898,30,29.93,392,
2023-03-20,261,44,5.93,157,
2023-03-21,92,29,3.17,73,
2023-03-22,186,23,8.09,111,
2023-03-23,111,16,6.94,62,
2023-03-24,94,13,7.23,86,
2023-03-27,260,22,11.82,140,
2023-03-28,17,7,2.43,12,
2023-03-29,21,9,2.33,17,
2023-03-31,6139,34,180.56,6062,
2023-04-03,343,33,10.39,186,
2023-04-05,508,36,14.11,432,
2023-04-06,704,19,37.05,554,
2023-04-10,1022,4,255.5,1022,
2023-04-11,609,49,12.43,201,
2023-04-12,1180,17,69.41,1177,
2023-04-13,1324,33,40.12,1029,
2023-04-17,359,18,19.94,162
2023-04-18,2432,19,128.0,2193
2023-04-19,1345,36,37.36,1168
2023-04-20,191,13,14.69,93
2023-04-21,24,12,2.0,16
2023-04-24,87,21,4.14,73
2023-04-25,165,17,9.71,160
2023-04-26,768,33,23.27,612
2023-04-27,1780,23,77.39,1748
2023-04-28,934,25,37.36,764
2023-05-02,835,33,25.3,533
2023-05-03,547,10,54.7,543
2023-05-04,1212,16,75.75,1189
2023-05-05,425,40,10.62,223
2023-05-08,461,18,25.61,344
2023-05-09,4290,29,147.93,4235
2023-05-10,603,31,19.45,366
2023-05-11,2649,29,91.34,2641
2023-05-12,853,19,44.89,676
2023-05-15,818,35,23.37,543
2023-05-16,726,32,22.69,702
2023-05-17,190,16,11.88,168
2023-05-18,763,13,58.69,515
2023-05-19,150,11,13.64,127
2023-05-22,1343,28,47.96,802
