Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-09-29,7768,67,115.94,5736,
2022-09-30,14244,96,148.38,10719,
2022-10-03,6866,75,91.55,5584,
2022-10-04,545,37,14.73,248,
2022-10-06,667,67,9.96,588,
2022-10-07,3083,71,43.42,2508,
2022-10-10,13045,147,88.74,12093,
2022-10-11,5033,77,65.36,2031,
2022-10-12,262,32,8.19,218,
2022-10-13,2423,45,53.84,2305,
2022-10-14,2980,63,47.3,2158,
2022-10-17,521,43,12.12,455,
2022-10-18,517,41,12.61,387,
2022-10-19,1729,68,25.43,1516,
2022-10-20,1372,59,23.25,1188,
2022-10-21,2811,50,56.22,2743,
2022-10-24,1458,22,66.27,1176,
2022-10-25,913,41,22.27,540,
2022-10-27,8622,69,124.96,8174,
2022-10-28,10275,45,228.33,10231,
2022-10-31,15691,135,116.23,14583,
2022-11-01,70754,92,769.07,70606,
2022-11-02,7752,96,80.75,7624,
2022-11-03,1748,105,16.65,1579,
2022-11-04,3879,73,53.14,2895,
2022-11-07,1183,50,23.66,1124,
2022-11-09,3662,63,58.13,3509,
2022-11-10,1076,23,46.78,640,
2022-11-11,817,40,20.42,796,
2022-11-14,2063,73,28.26,1623,
2022-11-15,2063,73,28.26,1623,
2022-11-16,1535,55,27.91,1233,
2022-11-17,669,30,22.3,622,
2022-11-18,936,64,14.62,630,
2022-11-21,685,50,13.7,636,
2022-11-22,286,35,8.17,272,
2022-11-23,2297,31,74.1,1273,
2022-11-24,8747,69,126.77,8200,
2022-11-25,3773,37,101.97,3001,
2022-11-28,1849,52,35.56,1207,
2022-11-29,9538,70,136.26,9464,
2022-11-30,5581,69,80.88,4675,
2022-12-01,5076,39,130.15,4704,
2022-12-02,2053,78,26.32,1326,
2022-12-05,6793,59,115.14,4742,
2022-12-06,1354,41,33.02,794,
2022-12-07,6481,105,61.72,5211,
2022-12-08,1834,65,28.22,1447,
2022-12-09,471,56,8.41,370,
2022-12-12,1412,64,22.06,1112,
