Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2022-05-23,173762,93,1868.41,158750,
2022-05-24,162344,1086,149.49,87582,
2022-05-25,40225,269,149.54,26707,
2022-05-26,13486,204,66.11,8060,
2022-05-27,9974,82,121.63,8124,
2022-05-30,58971,185,318.76,47584,
2022-05-31,36129,265,136.34,27143,
2022-06-01,11307,53,213.34,8577,
2022-06-02,10542,100,105.42,7200,
2022-06-03,43223,153,282.5,38595,
2022-06-06,514,27,19.04,150,
2022-06-07,10471,182,57.53,7987,
2022-06-08,4654,94,49.51,3130,
2022-06-09,2298,38,60.47,1136,
2022-06-10,23242,75,309.89,22581,
2022-06-13,23144,514,45.03,16401,
2022-06-14,25662,556,46.15,14491,
2022-06-15,131218,880,149.11,59309,
2022-06-16,21915,293,74.8,15385,
2022-06-17,5636,116,48.59,1550,
2022-06-20,8314,160,51.96,2691,
2022-06-21,51500,166,310.24,31843,
2022-06-22,102326,1966,52.05,49961,
2022-06-23,244465,431,567.2,233428,
2022-06-24,11699,451,25.94,6380,
2022-06-27,322926,571,565.54,152680,
2022-06-28,12887,387,33.3,7387,
2022-06-29,18236,183,99.65,11866,
2022-06-30,160223,397,403.58,145482,
2022-07-01,184802,1570,117.71,99913,
2022-07-04,53643,608,88.23,24410,
2022-07-05,37683,454,83.0,24260,
2022-07-06,22463,430,52.24,17642,
2022-07-07,14648,287,51.04,11453,
2022-07-08,8951,314,28.51,4395,
2022-07-11,33764,273,123.68,30381,
2022-07-12,96360,737,130.75,68425,
2022-07-13,47153,422,111.74,27579,
2022-07-14,18129,318,57.01,8018,
2022-07-15,88334,791,111.67,36799,
2022-07-18,54186,804,67.4,38991,
2022-07-19,27139,678,40.03,17275,
2022-07-20,42353,403,105.09,31692,
2022-07-21,28816,290,99.37,21979,
2022-07-22,30834,377,81.79,24889,
2022-07-25,88177,730,120.79,55661,
2022-07-26,61589,411,149.85,42294,
2022-07-27,58774,652,90.14,37757,
2022-07-28,135874,1089,124.77,66104,
2022-07-29,180424,1822,99.03,109645,
2022-08-01,104384,1058,98.66,77304,
2022-08-02,32971,839,39.3,12896,
2022-08-03,91464,1024,89.32,60429,
2022-08-04,37191,792,46.96,24101,
2022-08-05,54027,1601,33.75,19867,
2022-08-10,54738,512,106.91,44666,
2022-08-11,169804,3499,48.53,50246,
2022-08-12,18190,591,30.78,11324,
2022-08-16,81933,825,99.31,58102,
2022-08-17,11103,443,25.06,4836,
2022-08-18,88551,2027,43.69,41580,
2022-08-19,73083,1676,43.61,31431,
2022-08-22,39690,1160,34.22,19747,
2022-08-23,25158,858,29.32,14550,
2022-08-24,54141,1029,52.62,40645,
2022-08-25,24775,401,61.78,17977,
2022-08-26,29114,1031,28.24,18228,
2022-08-29,66581,1379,48.28,28009,
2022-08-30,29825,560,53.26,22441,
2022-09-01,15781,517,30.52,9879,
2022-09-02,62669,489,128.16,51076,
2022-09-05,19502,388,50.26,13363,
2022-09-06,9661,331,29.19,5765,
2022-09-07,13881,578,24.02,9091,
2022-09-08,39073,441,88.6,22259,
2022-09-09,43172,801,53.9,28399,
2022-09-12,75266,744,101.16,54690,
2022-09-13,56636,642,88.22,43568,
2022-09-14,15247,441,34.57,7145,
2022-09-15,23481,388,60.52,19111,
2022-09-16,41042,565,72.64,22818,
2022-09-19,8653,256,33.8,5512,
2022-09-20,60571,310,195.39,35654,
2022-09-21,54218,338,160.41,48017,
2022-09-22,25358,222,114.23,8074,
2022-09-23,11336,371,30.56,4759,
2022-09-26,137628,830,165.82,78911,
2022-09-27,11638,292,39.86,8441,
2022-09-28,55122,723,76.24,35109,
2022-09-29,160810,1664,96.64,102636,
2022-09-30,199521,1383,144.27,101792,
2022-10-03,27166,290,93.68,26877,
2022-10-04,802129,2079,385.82,376979,
2022-10-06,474903,3357,141.47,294022,
2022-10-07,441571,2596,170.1,264761,
2022-10-10,155417,930,167.12,126839,
2022-10-11,40625,360,112.85,40624,
2022-10-12,31836,308,103.36,31835,
2022-10-13,353234,729,484.55,248328,
2022-10-14,15058,187,80.52,15058,
2022-10-17,8129,117,69.48,8129,
2022-10-18,6505,114,57.06,6505,
2022-10-19,15859,165,96.12,15849,
2022-10-20,10274,143,71.85,10274,
2022-10-21,37707,141,267.43,37707,
2022-10-24,405103,827,489.85,285348,
2022-10-25,247141,1526,161.95,168583,
2022-10-27,85703,379,226.13,57622,
2022-10-28,422559,1982,213.2,181274,
2022-10-31,235768,913,258.23,113084,
2022-11-01,165800,519,319.46,145037,
2022-11-02,122064,1137,107.36,57186,
2022-11-03,64435,899,71.67,37088,
2022-11-04,393043,606,648.59,325325,
2022-11-07,50607,60,843.45,50607,
2022-11-09,11125,54,206.02,11125,
2022-11-10,386507,905,427.08,189571,
2022-11-11,306750,1739,176.39,165163,
2022-11-14,178141,1181,150.84,137521,
2022-11-15,178141,1181,150.84,137521,
2022-11-16,150205,882,170.3,107232,
2022-11-17,61039,791,77.17,41390,
2022-11-18,139573,714,195.48,119437,
2022-11-21,183007,989,185.04,150666,
2022-11-22,28343,87,325.78,28343,
2022-11-23,24889,80,311.11,24889,
2022-11-24,37437,95,394.07,37437,
2022-11-25,69798,103,677.65,69798,
2022-11-28,872663,926,942.4,558829,
2022-11-29,584509,457,1279.01,443895,
2022-11-30,1771201,1649,1074.11,738319,
2022-12-01,592319,1433,413.34,374123,
2022-12-02,251261,675,372.24,226419,
2022-12-05,466656,1157,403.33,352239,
2022-12-06,191409,393,487.05,191409,
2022-12-07,148015,291,508.64,148015,
2022-12-08,225798,281,803.55,225798,
2022-12-09,142234,260,547.05,142234,
2022-12-12,491477,807,609.02,491477,
2022-12-13,330533,1591,207.75,330533,
2022-12-14,531100,1145,463.84,531100,
2022-12-15,9278,80,115.98,9278,
2022-12-16,2584,43,60.09,2584,
2022-12-19,286,23,12.43,286,
2022-12-20,409,20,20.45,409,
2022-12-21,290,15,19.33,290,
2022-12-22,112,8,14.0,112,
2022-12-23,143,7,20.43,143,
2022-12-26,641,12,53.42,641,
2022-12-27,908,16,56.75,908,
2022-12-28,84,11,7.64,84,
2022-12-29,8154,27,302.0,8154,
2022-12-30,4769,31,153.84,4769,
2023-01-02,1656,22,75.27,1656,
2023-01-03,1035,31,33.39,1035,
2023-01-04,313,13,24.08,313,
2023-01-05,261,16,16.31,261,
2023-01-06,170,8,21.25,170,
